Row Labels,Count of Aboard,Count of cn/ln,Count of Aboard Passangers,Count of Aboard Crew,Count of Fatalities,Count of Fatalities Passangers,Count of Fatalities Crew
1/10/1954,1,1,1,1,1,1,1
1/11/1954,1,1,1,1,1,1,1
1/12/1954,1,1,1,1,1,1,1
1/13/1954,1,0,1,1,1,1,1
1/14/1954,1,1,1,1,1,1,1
1/20/1954,1,1,1,1,1,1,1
2/1/1954,1,1,1,1,1,1,1
2/5/1954,1,0,1,1,1,1,1
2/12/1954,1,0,1,1,1,1,1
2/25/1954,1,1,1,1,1,1,1
2/26/1954,1,1,1,1,1,1,1
3/4/1954,1,1,1,1,1,1,1
3/13/1954,2,1,2,2,2,2,2
3/14/1954,1,1,1,1,1,1,1
3/19/1954,1,1,1,1,1,1,1
3/26/1954,1,1,1,1,1,1,1
4/3/1954,1,1,1,1,1,1,1
4/4/1954,1,1,1,1,1,1,1
4/8/1954,2,2,2,2,2,2,2
4/13/1954,2,2,2,2,2,2,2
4/23/1954,1,1,1,1,1,1,1
4/30/1954,1,1,1,1,1,1,1
5/22/1954,1,1,1,1,1,1,1
5/31/1954,1,1,1,1,1,1,1
6/3/1954,1,1,1,1,1,1,1
6/4/1954,1,1,1,1,1,1,1
6/8/1954,1,1,1,1,1,1,1
6/19/1954,1,1,1,1,1,1,1
7/2/1954,1,0,1,1,1,1,1
7/23/1954,1,1,1,1,1,1,1
8/8/1954,1,1,1,1,1,1,1
8/9/1954,1,1,1,1,1,1,1
8/12/1954,1,0,1,1,1,1,1
8/16/1954,1,1,1,1,1,1,1
8/22/1954,1,1,1,1,1,1,1
8/23/1954,1,1,1,1,1,1,1
8/26/1954,1,1,1,1,1,1,1
8/27/1954,1,0,1,1,1,1,1
9/5/1954,1,1,1,1,1,1,1
9/12/1954,1,1,1,1,1,1,1
9/15/1954,1,1,1,1,1,1,1
9/27/1954,1,1,1,1,1,1,1
10/24/1954,1,1,1,1,1,1,1
10/28/1954,1,1,1,1,1,1,1
10/30/1954,1,1,1,1,1,1,1
10/31/1954,1,1,1,1,1,1,1
11/16/1954,1,0,1,1,1,1,1
11/30/1954,1,1,1,1,1,1,1
12/4/1954,1,1,1,1,1,1,1
12/12/1954,1,1,1,1,1,1,1
12/18/1954,2,2,2,2,2,2,2
12/22/1954,1,1,1,1,1,1,1
12/25/1954,1,1,1,1,1,1,1
12/31/1954,1,0,1,1,1,1,1
1/1/1955,1,0,1,1,1,1,1
1/11/1955,1,0,1,1,1,1,1
1/12/1955,1,1,1,1,1,1,1
1/15/1955,1,0,1,1,1,1,1
1/19/1955,1,1,1,1,1,1,1
1/31/1955,1,0,1,1,1,1,1
2/2/1955,1,1,1,1,1,1,1
2/5/1955,1,1,1,1,1,1,1
2/13/1955,1,1,1,1,1,1,1
2/19/1955,1,1,1,1,1,1,1
2/23/1955,1,1,1,1,1,1,1
2/26/1955,1,1,1,1,1,1,1
3/6/1955,1,1,1,1,1,1,1
3/7/1955,1,0,1,1,1,1,1
3/8/1955,1,1,1,1,1,1,1
3/9/1955,1,1,1,1,1,1,1
3/20/1955,1,1,1,1,1,1,1
3/22/1955,1,1,1,1,1,1,1
3/26/1955,1,1,1,1,1,1,1
4/2/1955,1,1,1,1,1,1,1
4/4/1955,1,1,1,1,1,1,1
4/11/1955,1,1,1,1,1,1,1
4/18/1955,1,1,1,1,1,1,1
5/18/1955,1,1,1,1,1,1,1
5/21/1955,1,1,1,1,1,1,1
5/26/1955,1,1,1,1,1,1,1
6/3/1955,1,1,1,1,1,1,1
6/16/1955,1,1,1,1,1,1,1
6/18/1955,1,0,1,1,1,1,1
7/14/1955,1,1,1,1,1,1,1
7/17/1955,1,1,1,1,1,1,1
7/27/1955,1,1,1,1,1,1,1
8/4/1955,1,1,1,1,1,1,1
8/5/1955,1,1,1,1,1,1,1
8/11/1955,1,1,1,1,1,1,1
8/26/1955,1,1,1,1,1,1,1
8/30/1955,1,1,1,1,1,1,1
9/2/1955,1,1,1,1,1,1,1
9/8/1955,1,1,1,1,1,1,1
9/10/1955,1,1,1,1,1,1,1
9/17/1955,1,1,1,1,1,1,1
9/22/1955,1,1,1,1,1,1,1
9/24/1955,1,1,1,1,1,1,1
9/29/1955,1,0,1,1,1,1,1
10/2/1955,1,1,1,1,1,1,1
10/6/1955,1,1,1,1,1,1,1
10/10/1955,1,1,1,1,1,1,1
11/1/1955,1,1,1,1,1,1,1
11/17/1955,2,2,2,2,2,2,2
11/20/1955,1,1,1,1,1,1,1
11/30/1955,1,0,1,1,1,1,1
12/1/1955,1,1,1,1,1,1,1
12/9/1955,1,1,1,1,1,1,1
12/17/1955,1,1,1,1,1,1,1
12/19/1955,1,0,1,1,1,1,1
12/21/1955,1,1,1,1,1,1,1
1/12/1956,1,1,1,1,1,1,1
1/17/1956,1,1,1,1,1,1,1
1/18/1956,1,1,1,1,1,1,1
1/28/1956,1,1,1,1,1,1,1
2/13/1956,1,0,1,1,1,1,1
2/14/1956,1,1,1,1,1,1,1
2/17/1956,1,1,1,1,1,1,1
2/18/1956,1,1,1,1,1,1,1
2/20/1956,1,1,1,1,1,1,1
2/24/1956,1,1,1,1,1,1,1
2/25/1956,1,1,1,1,1,1,1
3/21/1956,1,1,1,1,1,1,1
3/28/1956,1,1,1,1,1,1,1
3/31/1956,2,2,2,2,2,2,2
4/1/1956,1,1,1,1,1,1,1
4/2/1956,1,1,1,1,1,1,1
4/9/1956,1,1,1,1,1,1,1
4/18/1956,1,1,1,1,1,1,1
4/30/1956,1,1,1,1,1,1,1
5/15/1956,2,2,2,2,2,2,2
5/24/1956,1,1,1,1,1,1,1
6/13/1956,1,0,1,1,1,1,1
6/20/1956,1,1,1,1,1,1,1
6/24/1956,1,1,1,1,1,1,1
6/30/1956,1,1,1,1,1,1,1
7/9/1956,1,1,1,1,1,1,1
7/13/1956,1,1,1,1,1,1,1
7/15/1956,1,1,1,1,1,1,1
7/16/1956,1,1,1,1,1,1,1
8/8/1956,1,1,1,1,1,1,1
8/29/1956,1,1,1,1,1,1,1
9/9/1956,2,2,2,2,2,2,2
10/2/1956,1,1,1,1,1,1,1
10/10/1956,1,1,1,1,1,1,1
10/16/1956,1,1,1,1,1,1,1
10/19/1956,1,1,1,1,1,1,1
10/28/1956,1,0,1,1,1,1,1
11/5/1956,1,1,1,1,1,1,1
11/7/1956,1,1,1,1,1,1,1
11/15/1956,1,1,1,1,1,1,1
11/17/1956,1,1,1,1,1,1,1
11/24/1956,2,2,2,2,2,2,2
11/27/1956,1,1,1,1,1,1,1
12/8/1956,1,0,1,1,1,1,1
12/9/1956,1,1,1,1,1,1,1
12/12/1956,1,1,1,1,1,1,1
12/22/1956,2,2,2,2,2,2,2
12/31/1956,1,1,1,1,1,1,1
1/6/1957,1,1,1,1,1,1,1
1/11/1957,1,1,1,1,1,1,1
1/23/1957,1,1,1,1,1,1,1
1/29/1957,1,1,1,1,1,1,1
1/31/1957,1,1,1,1,1,1,1
2/1/1957,1,1,1,1,1,1,1
2/22/1957,1,1,1,1,1,1,1
3/2/1957,1,1,1,1,1,1,1
3/4/1957,1,1,1,1,1,1,1
3/5/1957,1,1,1,1,1,1,1
3/9/1957,1,1,1,1,1,1,1
3/14/1957,1,1,1,1,1,1,1
3/17/1957,1,1,1,1,1,1,1
3/18/1957,1,1,1,1,1,1,1
3/22/1957,1,1,1,1,1,1,1
4/7/1957,1,1,1,1,1,1,1
4/8/1957,1,1,1,1,1,1,1
4/10/1957,1,1,1,1,1,1,1
4/15/1957,1,0,1,1,1,1,1
4/17/1957,1,1,1,1,1,1,1
4/20/1957,1,1,1,1,1,1,1
5/1/1957,1,1,1,1,1,1,1
5/5/1957,1,1,1,1,1,1,1
5/9/1957,1,1,1,1,1,1,1
5/13/1957,3,3,3,3,3,3,3
6/14/1957,1,1,1,1,1,1,1
6/18/1957,1,1,1,1,1,1,1
6/22/1957,1,1,1,1,1,1,1
6/23/1957,1,1,1,1,1,1,1
6/24/1957,1,0,1,1,1,1,1
7/1/1957,1,1,1,1,1,1,1
7/3/1957,1,1,1,1,1,1,1
7/16/1957,2,2,2,2,2,2,2
7/25/1957,1,1,1,1,1,1,1
8/11/1957,1,1,1,1,1,1,1
8/15/1957,1,1,1,1,1,1,1
8/20/1957,1,1,1,1,1,1,1
8/29/1957,1,1,1,1,1,1,1
9/3/1957,1,1,1,1,1,1,1
9/15/1957,1,1,1,1,1,1,1
9/18/1957,1,1,1,1,1,1,1
9/27/1957,1,1,1,1,1,1,1
9/28/1957,1,1,1,1,1,1,1
10/1/1957,1,1,1,1,1,1,1
10/3/1957,1,1,1,1,1,1,1
10/18/1957,1,1,1,1,1,1,1
10/23/1957,1,1,1,1,1,1,1
10/28/1957,1,1,1,1,1,1,1
10/30/1957,1,0,1,1,1,1,1
11/3/1957,1,1,1,1,1,1,1
11/4/1957,1,1,1,1,1,1,1
11/6/1957,1,1,1,1,1,1,1
11/8/1957,1,1,1,1,1,1,1
11/15/1957,2,2,2,2,2,2,2
11/21/1957,1,1,1,1,1,1,1
12/8/1957,1,1,1,1,1,1,1
12/10/1957,1,1,1,1,1,1,1
12/11/1957,1,1,1,1,1,1,1
12/18/1957,1,1,1,1,1,1,1
12/23/1957,2,2,2,2,2,2,2
12/31/1957,1,1,1,1,1,1,1
1/16/1958,1,1,1,1,1,1,1
1/20/1958,1,0,1,1,1,1,1
2/1/1958,2,2,2,2,2,2,2
2/6/1958,1,1,1,1,1,1,1
2/15/1958,1,1,1,1,1,1,1
2/19/1958,2,2,2,2,2,2,2
2/20/1958,1,1,1,1,1,1,1
2/27/1958,1,1,1,1,1,1,1
3/7/1958,2,2,2,2,2,2,2
3/22/1958,1,1,1,1,1,1,1
3/24/1958,1,1,1,1,1,1,1
3/25/1958,1,1,1,1,1,1,1
3/27/1958,1,1,1,1,1,1,1
4/2/1958,1,1,1,1,1,1,1
4/6/1958,1,1,1,1,1,1,1
4/7/1958,1,1,1,1,1,1,1
4/14/1958,1,1,1,1,1,1,1
4/21/1958,1,1,1,1,1,1,1
5/15/1958,1,1,1,1,1,1,1
5/16/1958,1,1,1,1,1,1,1
5/18/1958,1,1,1,1,1,1,1
5/20/1958,1,1,1,1,1,1,1
5/25/1958,1,1,1,1,1,1,1
5/31/1958,2,2,2,2,2,2,2
6/2/1958,2,2,2,2,2,2,2
6/4/1958,1,1,1,1,1,1,1
6/9/1958,1,1,1,1,1,1,1
6/16/1958,1,1,1,1,1,1,1
6/25/1958,1,1,1,1,1,1,1
6/27/1958,1,1,1,1,1,1,1
7/9/1958,1,1,1,1,1,1,1
8/9/1958,1,1,1,1,1,1,1
8/11/1958,1,1,1,1,1,1,1
8/12/1958,1,1,1,1,1,1,1
8/14/1958,1,1,1,1,1,1,1
8/15/1958,2,2,2,2,2,2,2
9/2/1958,3,3,3,3,3,3,3
9/5/1958,1,1,1,1,1,1,1
9/7/1958,1,1,1,1,1,1,1
9/8/1958,1,1,1,1,1,1,1
9/9/1958,1,1,1,1,1,1,1
9/19/1958,2,2,2,2,2,2,2
9/29/1958,1,1,1,1,1,1,1
10/9/1958,1,1,1,1,1,1,1
10/14/1958,1,1,1,1,1,1,1
10/15/1958,1,1,1,1,1,1,1
10/17/1958,1,1,1,1,1,1,1
10/18/1958,1,1,1,1,1,1,1
10/22/1958,1,1,1,1,1,1,1
11/1/1958,1,1,1,1,1,1,1
11/3/1958,1,1,1,1,1,1,1
11/8/1958,1,0,1,1,1,1,1
11/9/1958,1,1,1,1,1,1,1
11/16/1958,1,1,1,1,1,1,1
12/4/1958,1,1,1,1,1,1,1
12/23/1958,1,1,1,1,1,1,1
12/24/1958,1,1,1,1,1,1,1
12/26/1958,1,1,1,1,1,1,1
12/30/1958,1,1,1,1,1,1,1
1/6/1959,1,1,1,1,1,1,1
1/8/1959,1,1,1,1,1,1,1
1/11/1959,1,1,1,1,1,1,1
1/14/1959,1,1,1,1,1,1,1
1/16/1959,1,1,1,1,1,1,1
1/18/1959,1,1,1,1,1,1,1
1/21/1959,1,1,1,1,1,1,1
1/22/1959,1,1,1,1,1,1,1
1/27/1959,1,1,1,1,1,1,1
2/1/1959,1,1,1,1,1,1,1
2/3/1959,2,2,2,2,2,2,2
2/17/1959,1,1,1,1,1,1,1
2/18/1959,1,1,1,1,1,1,1
3/5/1959,1,1,1,1,1,1,1
3/12/1959,1,1,1,1,1,1,1
3/13/1959,1,1,1,1,1,1,1
3/29/1959,2,2,2,2,2,2,2
3/30/1959,1,1,1,1,1,1,1
4/17/1959,1,1,1,1,1,1,1
4/23/1959,1,1,1,1,1,1,1
4/29/1959,1,1,1,1,1,1,1
5/2/1959,1,1,1,1,1,1,1
5/12/1959,2,2,2,2,2,2,2
5/13/1959,1,1,1,1,1,1,1
5/15/1959,1,1,1,1,1,1,1
5/21/1959,1,1,1,1,1,1,1
6/1/1959,1,0,1,1,1,1,1
6/5/1959,1,0,1,1,1,1,1
6/12/1959,1,1,1,1,1,1,1
6/23/1959,1,1,1,1,1,1,1
6/26/1959,1,1,1,1,1,1,1
6/30/1959,1,0,1,1,1,1,1
7/15/1959,1,1,1,1,1,1,1
8/3/1959,1,1,1,1,1,1,1
8/14/1959,1,1,1,1,1,1,1
8/15/1959,1,1,1,1,1,1,1
8/19/1959,1,1,1,1,1,1,1
8/27/1959,1,1,1,1,1,1,1
9/2/1959,1,1,1,1,1,1,1
9/8/1959,1,0,1,1,1,1,1
9/12/1959,1,1,1,1,1,1,1
9/23/1959,1,1,1,1,1,1,1
9/24/1959,2,2,2,2,2,2,2
9/29/1959,1,1,1,1,1,1,1
10/6/1959,1,0,1,1,1,1,1
10/23/1959,1,1,1,1,1,1,1
10/26/1959,1,1,1,1,1,1,1
10/30/1959,2,2,2,2,2,2,2
11/4/1959,1,1,1,1,1,1,1
11/16/1959,2,2,2,2,2,2,2
11/21/1959,1,1,1,1,1,1,1
11/24/1959,1,1,1,1,1,1,1
12/1/1959,1,1,1,1,1,1,1
12/8/1959,1,1,1,1,1,1,1
12/13/1959,1,1,1,1,1,1,1
12/17/1959,1,1,1,1,1,1,1
12/21/1959,1,1,1,1,1,1,1
12/22/1959,1,1,1,1,1,1,1
12/24/1959,1,1,1,1,1,1,1
12/31/1959,1,1,1,1,1,1,1
1/3/1960,1,1,1,1,1,1,1
1/6/1960,1,1,1,1,1,1,1
1/10/1960,1,1,1,1,1,1,1
1/18/1960,1,1,1,1,1,1,1
1/19/1960,1,1,1,1,1,1,1
1/21/1960,1,1,1,1,1,1,1
1/26/1960,1,1,1,1,1,1,1
2/5/1960,1,1,1,1,1,1,1
2/25/1960,1,1,1,1,1,1,1
2/26/1960,2,2,2,2,2,2,2
3/15/1960,1,0,1,1,1,1,1
3/16/1960,1,1,1,1,1,1,1
3/17/1960,1,1,1,1,1,1,1
3/19/1960,1,1,1,1,1,1,1
4/5/1960,1,1,1,1,1,1,1
4/12/1960,1,1,1,1,1,1,1
4/14/1960,1,1,1,1,1,1,1
4/18/1960,1,1,1,1,1,1,1
4/19/1960,1,1,1,1,1,1,1
4/20/1960,1,1,1,1,1,1,1
4/22/1960,1,1,1,1,1,1,1
4/28/1960,1,1,1,1,1,1,1
5/15/1960,1,1,1,1,1,1,1
5/18/1960,1,1,1,1,1,1,1
5/23/1960,1,1,1,1,1,1,1
6/10/1960,2,2,2,2,2,2,2
6/14/1960,1,1,1,1,1,1,1
6/24/1960,1,1,1,1,1,1,1
7/6/1960,1,0,1,1,1,1,1
7/10/1960,1,1,1,1,1,1,1
7/11/1960,1,1,1,1,1,1,1
7/14/1960,1,1,1,1,1,1,1
7/15/1960,1,1,1,1,1,1,1
7/16/1960,1,1,1,1,1,1,1
7/19/1960,1,0,1,1,1,1,1
7/20/1960,1,1,1,1,1,1,1
7/27/1960,1,1,1,1,1,1,1
7/31/1960,1,1,1,1,1,1,1
8/1/1960,1,1,1,1,1,1,1
8/17/1960,2,1,2,2,2,2,2
8/24/1960,1,1,1,1,1,1,1
8/29/1960,1,1,1,1,1,1,1
9/2/1960,1,1,1,1,1,1,1
9/7/1960,1,1,1,1,1,1,1
9/19/1960,1,1,1,1,1,1,1
9/22/1960,2,1,2,2,2,2,2
9/26/1960,1,1,1,1,1,1,1
9/28/1960,1,1,1,1,1,1,1
9/29/1960,1,1,1,1,1,1,1
10/4/1960,1,1,1,1,1,1,1
10/14/1960,1,1,1,1,1,1,1
10/15/1960,1,1,1,1,1,1,1
10/21/1960,1,1,1,1,1,1,1
10/28/1960,1,1,1,1,1,1,1
10/29/1960,2,1,2,2,2,2,2
11/5/1960,1,1,1,1,1,1,1
11/7/1960,1,1,1,1,1,1,1
11/23/1960,1,1,1,1,1,1,1
12/4/1960,1,1,1,1,1,1,1
12/7/1960,1,1,1,1,1,1,1
12/11/1960,1,0,1,1,1,1,1
12/16/1960,1,1,1,1,1,1,1
12/17/1960,1,1,1,1,1,1,1
12/22/1960,1,1,1,1,1,1,1
12/26/1960,1,1,1,1,1,1,1
1/2/1961,1,1,1,1,1,1,1
1/3/1961,1,1,1,1,1,1,1
1/19/1961,1,1,1,1,1,1,1
1/22/1961,1,1,1,1,1,1,1
1/24/1961,1,1,1,1,1,1,1
1/26/1961,1,1,1,1,1,1,1
1/28/1961,1,1,1,1,1,1,1
2/3/1961,1,1,1,1,1,1,1
2/15/1961,1,1,1,1,1,1,1
3/9/1961,1,1,1,1,1,1,1
3/25/1961,1,1,1,1,1,1,1
3/28/1961,1,1,1,1,1,1,1
4/3/1961,1,1,1,1,1,1,1
4/18/1961,1,1,1,1,1,1,1
5/10/1961,1,1,1,1,1,1,1
5/24/1961,1,1,1,1,1,1,1
5/29/1961,1,1,1,1,1,1,1
5/30/1961,1,1,1,1,1,1,1
6/12/1961,1,1,1,1,1,1,1
6/13/1961,1,1,1,1,1,1,1
6/17/1961,1,1,1,1,1,1,1
6/30/1961,1,1,1,1,1,1,1
7/8/1961,1,1,1,1,1,1,1
7/10/1961,1,1,1,1,1,1,1
7/11/1961,1,1,1,1,1,1,1
7/12/1961,1,1,1,1,1,1,1
7/19/1961,1,1,1,1,1,1,1
7/21/1961,1,1,1,1,1,1,1
8/6/1961,1,1,1,1,1,1,1
8/9/1961,1,1,1,1,1,1,1
8/23/1961,1,1,1,1,1,1,1
8/29/1961,1,0,1,1,1,1,1
9/1/1961,1,1,1,1,1,1,1
9/5/1961,1,1,1,1,1,1,1
9/6/1961,2,2,2,2,2,2,2
9/10/1961,1,1,1,1,1,1,1
9/12/1961,1,1,1,1,1,1,1
9/17/1961,2,2,2,2,2,2,2
9/23/1961,1,1,1,1,1,1,1
10/7/1961,1,1,1,1,1,1,1
10/10/1961,1,1,1,1,1,1,1
11/1/1961,2,2,2,2,2,2,2
11/8/1961,1,1,1,1,1,1,1
11/11/1961,1,1,1,1,1,1,1
11/21/1961,1,1,1,1,1,1,1
11/22/1961,1,1,1,1,1,1,1
11/23/1961,2,1,2,2,2,2,2
11/30/1961,1,1,1,1,1,1,1
12/4/1961,1,1,1,1,1,1,1
12/12/1961,1,1,1,1,1,1,1
12/15/1961,1,0,1,1,1,1,1
12/17/1961,1,1,1,1,1,1,1
12/21/1961,1,1,1,1,1,1,1
12/24/1961,1,1,1,1,1,1,1
12/29/1961,1,1,1,1,1,1,1
12/31/1961,1,1,1,1,1,1,1
1/13/1962,1,1,1,1,1,1,1
1/22/1962,1,1,1,1,1,1,1
1/27/1962,1,1,1,1,1,1,1
2/4/1962,1,1,1,1,1,1,1
2/25/1962,2,2,2,2,2,2,2
3/1/1962,1,1,1,1,1,1,1
3/4/1962,1,1,1,1,1,1,1
3/6/1962,1,1,1,1,1,1,1
3/8/1962,3,3,3,3,3,3,3
3/15/1962,2,2,2,2,2,2,2
3/20/1962,1,1,1,1,1,1,1
3/27/1962,1,0,1,1,1,1,1
4/6/1962,1,0,1,1,1,1,1
4/19/1962,1,0,1,1,1,1,1
4/22/1962,1,1,1,1,1,1,1
5/6/1962,1,1,1,1,1,1,1
5/8/1962,1,0,1,1,1,1,1
5/9/1962,1,1,1,1,1,1,1
5/12/1962,1,1,1,1,1,1,1
5/15/1962,1,0,1,1,1,1,1
5/17/1962,1,1,1,1,1,1,1
5/22/1962,2,2,2,2,2,2,2
5/24/1962,1,1,1,1,1,1,1
6/3/1962,1,1,1,1,1,1,1
6/4/1962,1,1,1,1,1,1,1
6/22/1962,1,1,1,1,1,1,1
6/28/1962,1,0,1,1,1,1,1
6/30/1962,1,1,1,1,1,1,1
7/6/1962,1,1,1,1,1,1,1
7/7/1962,1,1,1,1,1,1,1
7/9/1962,1,1,1,1,1,1,1
7/15/1962,1,1,1,1,1,1,1
7/16/1962,1,1,1,1,1,1,1
7/19/1962,1,1,1,1,1,1,1
7/22/1962,1,1,1,1,1,1,1
7/28/1962,1,1,1,1,1,1,1
7/30/1962,1,1,1,1,1,1,1
8/1/1962,1,1,1,1,1,1,1
8/20/1962,1,1,1,1,1,1,1
8/23/1962,1,1,1,1,1,1,1
8/24/1962,1,1,1,1,1,1,1
9/3/1962,2,1,2,2,2,2,2
9/4/1962,1,1,1,1,1,1,1
9/10/1962,3,3,3,3,3,3,3
9/18/1962,1,1,1,1,1,1,1
9/21/1962,1,1,1,1,1,1,1
9/23/1962,1,1,1,1,1,1,1
10/10/1962,2,2,2,2,2,2,2
10/12/1962,2,2,2,2,2,2,2
10/19/1962,1,1,1,1,1,1,1
10/25/1962,1,1,1,1,1,1,1
11/10/1962,1,1,1,1,1,1,1
11/19/1962,1,1,1,1,1,1,1
11/23/1962,3,3,3,3,3,3,3
11/26/1962,1,1,1,1,1,1,1
11/27/1962,1,1,1,1,1,1,1
11/30/1962,1,1,1,1,1,1,1
12/6/1962,1,1,1,1,1,1,1
12/14/1962,2,2,2,2,2,2,2
12/19/1962,1,1,1,1,1,1,1
12/20/1962,1,0,1,1,1,1,1
12/22/1962,1,1,1,1,1,1,1
12/28/1962,1,1,1,1,1,1,1
12/29/1962,1,1,1,1,1,1,1
1/14/1963,1,1,1,1,1,1,1
1/15/1963,1,1,1,1,1,1,1
1/17/1963,1,1,1,1,1,1,1
1/26/1963,1,1,1,1,1,1,1
1/29/1963,1,1,1,1,1,1,1
1/30/1963,1,1,1,1,1,1,1
2/1/1963,1,1,1,1,1,1,1
2/3/1963,1,1,1,1,1,1,1
2/8/1963,1,1,1,1,1,1,1
2/12/1963,1,1,1,1,1,1,1
2/28/1963,1,1,1,1,1,1,1
3/2/1963,1,1,1,1,1,1,1
3/5/1963,2,2,2,2,2,2,2
3/15/1963,2,2,2,2,2,2,2
3/20/1963,1,1,1,1,1,1,1
3/23/1963,1,0,1,1,1,1,1
3/30/1963,1,1,1,1,1,1,1
4/4/1963,1,1,1,1,1,1,1
4/14/1963,1,1,1,1,1,1,1
5/3/1963,2,2,2,2,2,2,2
5/12/1963,1,0,1,1,1,1,1
6/3/1963,2,2,2,2,2,2,2
6/10/1963,1,1,1,1,1,1,1
6/16/1963,2,2,2,2,2,2,2
6/23/1963,1,1,1,1,1,1,1
7/1/1963,1,1,1,1,1,1,1
7/2/1963,1,1,1,1,1,1,1
7/3/1963,1,1,1,1,1,1,1
7/13/1963,1,1,1,1,1,1,1
7/15/1963,1,1,1,1,1,1,1
7/17/1963,1,1,1,1,1,1,1
7/27/1963,1,1,1,1,1,1,1
8/4/1963,1,1,1,1,1,1,1
8/12/1963,1,1,1,1,1,1,1
8/14/1963,1,1,1,1,1,1,1
8/17/1963,1,1,1,1,1,1,1
8/21/1963,1,1,1,1,1,1,1
8/24/1963,1,1,1,1,1,1,1
8/28/1963,1,1,1,1,1,1,1
9/2/1963,1,0,1,1,1,1,1
9/4/1963,1,1,1,1,1,1,1
9/11/1963,1,1,1,1,1,1,1
9/12/1963,1,1,1,1,1,1,1
9/22/1963,1,1,1,1,1,1,1
10/9/1963,1,1,1,1,1,1,1
10/14/1963,1,1,1,1,1,1,1
10/18/1963,1,0,1,1,1,1,1
10/20/1963,1,1,1,1,1,1,1
10/22/1963,1,1,1,1,1,1,1
11/8/1963,1,1,1,1,1,1,1
11/29/1963,1,1,1,1,1,1,1
12/7/1963,1,1,1,1,1,1,1
12/8/1963,1,1,1,1,1,1,1
12/12/1963,1,1,1,1,1,1,1
12/15/1963,1,1,1,1,1,1,1
12/17/1963,1,1,1,1,1,1,1
1/9/1964,1,1,1,1,1,1,1
2/3/1964,2,2,2,2,2,2,2
2/4/1964,1,1,1,1,1,1,1
2/18/1964,1,0,1,1,1,1,1
2/21/1964,1,1,1,1,1,1,1
2/25/1964,1,1,1,1,1,1,1
2/27/1964,1,1,1,1,1,1,1
2/29/1964,1,1,1,1,1,1,1
3/1/1964,1,1,1,1,1,1,1
3/4/1964,1,0,1,1,1,1,1
3/8/1964,2,2,2,2,2,2,2
3/10/1964,1,1,1,1,1,1,1
3/12/1964,1,1,1,1,1,1,1
3/20/1964,1,0,1,1,1,1,1
3/28/1964,2,2,2,2,2,2,2
4/12/1964,1,1,1,1,1,1,1
4/17/1964,2,1,2,2,2,2,2
5/7/1964,1,1,1,1,1,1,1
5/8/1964,1,1,1,1,1,1,1
5/11/1964,1,1,1,1,1,1,1
5/20/1964,1,1,1,1,1,1,1
5/27/1964,1,1,1,1,1,1,1
6/13/1964,1,1,1,1,1,1,1
6/20/1964,1,1,1,1,1,1,1
6/21/1964,1,1,1,1,1,1,1
7/8/1964,1,1,1,1,1,1,1
7/9/1964,1,1,1,1,1,1,1
7/16/1964,1,1,1,1,1,1,1
7/31/1964,1,0,1,1,1,1,1
8/22/1964,1,1,1,1,1,1,1
9/2/1964,1,1,1,1,1,1,1
9/4/1964,2,1,2,2,2,2,2
9/15/1964,1,1,1,1,1,1,1
10/2/1964,2,2,2,2,2,2,2
10/9/1964,1,1,1,1,1,1,1
10/19/1964,1,1,1,1,1,1,1
11/3/1964,1,1,1,1,1,1,1
11/15/1964,1,1,1,1,1,1,1
11/17/1964,1,1,1,1,1,1,1
11/20/1964,1,1,1,1,1,1,1
11/23/1964,1,1,1,1,1,1,1
11/29/1964,1,1,1,1,1,1,1
12/8/1964,1,1,1,1,1,1,1
12/11/1964,1,0,1,1,1,1,1
12/21/1964,1,1,1,1,1,1,1
12/24/1964,2,2,2,2,2,2,2
12/29/1964,1,0,1,1,1,1,1
12/30/1964,1,1,1,1,1,1,1
1/2/1965,1,1,1,1,1,1,1
1/3/1965,1,1,1,1,1,1,1
1/16/1965,1,1,1,1,1,1,1
1/17/1965,1,1,1,1,1,1,1
1/22/1965,1,1,1,1,1,1,1
2/6/1965,1,1,1,1,1,1,1
2/8/1965,1,1,1,1,1,1,1
2/13/1965,2,2,2,2,2,2,2
3/2/1965,1,1,1,1,1,1,1
3/8/1965,2,2,2,2,2,2,2
3/17/1965,1,1,1,1,1,1,1
3/20/1965,1,1,1,1,1,1,1
3/22/1965,1,1,1,1,1,1,1
3/23/1965,1,1,1,1,1,1,1
3/26/1965,1,1,1,1,1,1,1
3/31/1965,1,1,1,1,1,1,1
4/10/1965,1,1,1,1,1,1,1
4/14/1965,1,1,1,1,1,1,1
4/23/1965,1,1,1,1,1,1,1
5/5/1965,1,1,1,1,1,1,1
5/20/1965,1,1,1,1,1,1,1
6/15/1965,1,0,1,1,1,1,1
6/25/1965,1,1,1,1,1,1,1
6/28/1965,1,1,1,1,1,1,1
7/1/1965,1,1,1,1,1,1,1
7/6/1965,1,0,1,1,1,1,1
7/7/1965,1,0,1,1,1,1,1
7/8/1965,1,1,1,1,1,1,1
7/11/1965,1,1,1,1,1,1,1
7/15/1965,1,0,1,1,1,1,1
7/25/1965,1,0,1,1,1,1,1
8/4/1965,1,1,1,1,1,1,1
8/12/1965,1,1,1,1,1,1,1
8/16/1965,1,1,1,1,1,1,1
8/20/1965,1,1,1,1,1,1,1
